Pickup Location,Hour,Date,ride_count,DayOfWeek,IsWeekend,Pickup_loc_code
Area-31,4,16/01/2024,1,1,0,24
Area-31,4,17/01/2024,1,2,0,24
Area-31,4,19/01/2024,2,4,0,24
Area-31,4,20/01/2024,1,5,1,24
Area-31,4,25/01/2024,1,3,0,24
Area-31,4,26/01/2024,1,4,0,24
Area-31,4,29/01/2024,2,0,0,24
Area-31,4,30/01/2024,1,1,0,24
Area-31,5,01/01/2024,1,0,0,24
Area-31,5,03/01/2024,2,2,0,24
Area-31,5,05/01/2024,1,4,0,24
Area-31,5,07/01/2024,3,6,1,24
Area-31,5,09/01/2024,1,1,0,24
Area-31,5,12/01/2024,1,4,0,24
Area-31,5,13/01/2024,1,5,1,24
Area-31,5,19/01/2024,1,4,0,24
Area-31,5,21/01/2024,2,6,1,24
Area-31,5,22/01/2024,2,0,0,24
Area-31,5,25/01/2024,1,3,0,24
Area-31,5,30/01/2024,1,1,0,24
Area-31,6,03/01/2024,1,2,0,24
Area-31,6,05/01/2024,1,4,0,24
Area-31,6,06/01/2024,1,5,1,24
Area-31,6,07/01/2024,1,6,1,24
Area-31,6,15/01/2024,2,0,0,24
Area-31,6,18/01/2024,1,3,0,24
Area-31,6,21/01/2024,1,6,1,24
Area-31,6,22/01/2024,1,0,0,24
Area-31,6,23/01/2024,1,1,0,24
Area-31,7,01/01/2024,1,0,0,24
Area-31,7,02/01/2024,2,1,0,24
Area-31,7,05/01/2024,1,4,0,24
Area-31,7,07/01/2024,1,6,1,24
Area-31,7,09/01/2024,1,1,0,24
Area-31,7,13/01/2024,1,5,1,24
Area-31,7,20/01/2024,1,5,1,24
Area-31,7,22/01/2024,1,0,0,24
Area-31,7,23/01/2024,1,1,0,24
Area-31,7,26/01/2024,1,4,0,24
Area-31,7,30/01/2024,3,1,0,24
Area-31,8,02/01/2024,2,1,0,24
Area-31,8,03/01/2024,1,2,0,24
Area-31,8,04/01/2024,1,3,0,24
Area-31,8,10/01/2024,1,2,0,24
Area-31,8,11/01/2024,1,3,0,24
Area-31,8,13/01/2024,2,5,1,24
Area-31,8,20/01/2024,1,5,1,24
Area-31,8,22/01/2024,1,0,0,24
Area-31,8,24/01/2024,1,2,0,24
Area-31,8,27/01/2024,3,5,1,24
Area-31,8,28/01/2024,1,6,1,24
Area-31,8,29/01/2024,1,0,0,24
Area-31,8,30/01/2024,1,1,0,24
Area-31,9,03/01/2024,2,2,0,24
Area-31,9,10/01/2024,1,2,0,24
Area-31,9,12/01/2024,1,4,0,24
Area-31,9,15/01/2024,1,0,0,24
Area-31,9,18/01/2024,1,3,0,24
Area-31,9,19/01/2024,2,4,0,24
Area-31,9,21/01/2024,1,6,1,24
Area-31,9,23/01/2024,1,1,0,24
Area-31,9,25/01/2024,1,3,0,24
Area-31,10,02/01/2024,1,1,0,24
Area-31,10,05/01/2024,2,4,0,24
Area-31,10,08/01/2024,2,0,0,24
Area-31,10,09/01/2024,2,1,0,24
Area-31,10,10/01/2024,1,2,0,24
Area-31,10,13/01/2024,1,5,1,24
Area-31,10,14/01/2024,2,6,1,24
Area-31,10,16/01/2024,2,1,0,24
Area-31,10,17/01/2024,1,2,0,24
Area-31,10,23/01/2024,1,1,0,24
Area-31,10,24/01/2024,1,2,0,24
Area-31,10,30/01/2024,1,1,0,24
Area-31,11,08/01/2024,1,0,0,24
Area-31,11,11/01/2024,1,3,0,24
Area-31,11,14/01/2024,1,6,1,24
Area-31,11,19/01/2024,1,4,0,24
Area-31,11,20/01/2024,2,5,1,24
Area-31,11,23/01/2024,2,1,0,24
Area-31,11,26/01/2024,1,4,0,24
Area-31,11,28/01/2024,1,6,1,24
Area-31,11,29/01/2024,1,0,0,24
Area-31,11,30/01/2024,1,1,0,24
Area-31,12,01/01/2024,1,0,0,24
Area-31,12,05/01/2024,1,4,0,24
Area-31,12,06/01/2024,1,5,1,24
Area-31,12,10/01/2024,1,2,0,24
Area-31,12,15/01/2024,1,0,0,24
Area-31,12,17/01/2024,1,2,0,24
Area-31,12,23/01/2024,2,1,0,24
Area-31,12,29/01/2024,1,0,0,24
Area-31,13,01/01/2024,1,0,0,24
Area-31,13,06/01/2024,3,5,1,24
Area-31,13,07/01/2024,1,6,1,24
Area-31,13,08/01/2024,1,0,0,24
Area-31,13,12/01/2024,1,4,0,24
Area-31,13,13/01/2024,1,5,1,24
Area-31,13,19/01/2024,1,4,0,24
Area-31,13,20/01/2024,1,5,1,24
Area-31,13,25/01/2024,1,3,0,24
Area-31,13,28/01/2024,1,6,1,24
Area-31,13,30/01/2024,2,1,0,24
Area-31,14,06/01/2024,1,5,1,24
Area-31,14,10/01/2024,1,2,0,24
Area-31,14,19/01/2024,1,4,0,24
Area-31,14,21/01/2024,1,6,1,24
Area-31,14,25/01/2024,1,3,0,24
Area-31,14,29/01/2024,1,0,0,24
Area-31,15,01/01/2024,1,0,0,24
Area-31,15,03/01/2024,1,2,0,24
Area-31,15,09/01/2024,1,1,0,24
Area-31,15,11/01/2024,1,3,0,24
Area-31,15,14/01/2024,2,6,1,24
Area-31,15,20/01/2024,1,5,1,24
Area-31,15,24/01/2024,1,2,0,24
Area-31,15,25/01/2024,1,3,0,24
Area-31,15,27/01/2024,1,5,1,24
Area-31,15,28/01/2024,1,6,1,24
Area-31,16,14/01/2024,2,6,1,24
Area-31,16,15/01/2024,1,0,0,24
Area-31,16,18/01/2024,1,3,0,24
Area-31,16,20/01/2024,2,5,1,24
Area-31,16,23/01/2024,5,1,0,24
Area-31,16,26/01/2024,1,4,0,24
Area-31,16,28/01/2024,1,6,1,24
Area-31,16,30/01/2024,1,1,0,24
Area-31,17,01/01/2024,1,0,0,24
Area-31,17,03/01/2024,1,2,0,24
Area-31,17,06/01/2024,1,5,1,24
Area-31,17,07/01/2024,1,6,1,24
Area-31,17,08/01/2024,2,0,0,24
Area-31,17,09/01/2024,1,1,0,24
Area-31,17,12/01/2024,1,4,0,24
Area-31,17,14/01/2024,1,6,1,24
Area-31,17,16/01/2024,1,1,0,24
Area-31,17,17/01/2024,1,2,0,24
Area-31,17,18/01/2024,1,3,0,24
Area-31,17,19/01/2024,1,4,0,24
Area-31,17,25/01/2024,1,3,0,24
Area-31,17,30/01/2024,3,1,0,24
Area-31,18,06/01/2024,1,5,1,24
Area-31,18,08/01/2024,1,0,0,24
Area-31,18,09/01/2024,1,1,0,24
Area-31,18,10/01/2024,1,2,0,24
Area-31,18,11/01/2024,1,3,0,24
Area-31,18,14/01/2024,1,6,1,24
Area-31,18,15/01/2024,1,0,0,24
Area-31,18,17/01/2024,1,2,0,24
Area-31,18,18/01/2024,2,3,0,24
Area-31,18,26/01/2024,2,4,0,24
Area-31,18,28/01/2024,1,6,1,24
Area-31,18,30/01/2024,2,1,0,24
Area-31,19,01/01/2024,1,0,0,24
Area-31,19,06/01/2024,2,5,1,24
Area-31,19,07/01/2024,1,6,1,24
Area-31,19,10/01/2024,1,2,0,24
Area-31,19,14/01/2024,1,6,1,24
Area-31,19,16/01/2024,1,1,0,24
Area-31,19,20/01/2024,1,5,1,24
Area-31,19,22/01/2024,1,0,0,24
Area-31,19,23/01/2024,2,1,0,24
Area-31,19,25/01/2024,1,3,0,24
Area-31,19,29/01/2024,1,0,0,24
Area-31,20,04/01/2024,1,3,0,24
Area-31,20,09/01/2024,1,1,0,24
Area-31,20,10/01/2024,2,2,0,24
Area-31,20,17/01/2024,1,2,0,24
Area-31,20,24/01/2024,1,2,0,24
Area-31,20,25/01/2024,1,3,0,24
Area-31,20,27/01/2024,1,5,1,24
Area-31,20,29/01/2024,1,0,0,24
Area-31,21,04/01/2024,2,3,0,24
Area-31,21,06/01/2024,1,5,1,24
Area-31,21,09/01/2024,1,1,0,24
Area-31,21,13/01/2024,1,5,1,24
Area-31,21,14/01/2024,1,6,1,24
Area-31,21,21/01/2024,1,6,1,24
Area-31,21,24/01/2024,1,2,0,24
Area-31,21,28/01/2024,1,6,1,24
Area-31,21,29/01/2024,1,0,0,24
Area-31,21,30/01/2024,2,1,0,24
Area-31,22,06/01/2024,1,5,1,24
Area-31,22,10/01/2024,1,2,0,24
Area-31,22,11/01/2024,2,3,0,24
Area-31,22,14/01/2024,1,6,1,24
Area-31,22,17/01/2024,2,2,0,24
Area-31,22,20/01/2024,1,5,1,24
Area-31,22,21/01/2024,1,6,1,24
Area-31,22,27/01/2024,1,5,1,24
Area-31,23,08/01/2024,1,0,0,24
Area-31,23,09/01/2024,1,1,0,24
Area-31,23,11/01/2024,3,3,0,24
Area-31,23,13/01/2024,1,5,1,24
Area-31,23,18/01/2024,1,3,0,24
Area-31,23,21/01/2024,2,6,1,24
Area-31,23,22/01/2024,1,0,0,24
Area-31,23,28/01/2024,2,6,1,24
Area-31,23,30/01/2024,1,1,0,24
Area-32,0,06/01/2024,1,5,1,25
Area-32,0,07/01/2024,1,6,1,25
Area-32,0,11/01/2024,1,3,0,25
Area-32,0,13/01/2024,1,5,1,25
Area-32,0,18/01/2024,2,3,0,25
Area-32,0,20/01/2024,2,5,1,25
Area-32,0,24/01/2024,1,2,0,25
Area-32,0,29/01/2024,1,0,0,25
Area-32,0,31/01/2024,2,2,0,25
Area-32,1,06/01/2024,1,5,1,25
Area-32,1,09/01/2024,1,1,0,25
Area-32,1,11/01/2024,1,3,0,25
Area-32,1,12/01/2024,1,4,0,25
Area-32,1,15/01/2024,1,0,0,25
Area-32,1,17/01/2024,1,2,0,25
Area-32,1,18/01/2024,1,3,0,25
Area-32,1,21/01/2024,1,6,1,25
Area-32,1,25/01/2024,1,3,0,25
Area-32,1,26/01/2024,1,4,0,25
Area-32,2,03/01/2024,1,2,0,25
Area-32,2,04/01/2024,1,3,0,25
Area-32,2,05/01/2024,1,4,0,25
Area-32,2,10/01/2024,1,2,0,25
Area-32,2,12/01/2024,1,4,0,25
Area-32,2,16/01/2024,1,1,0,25
Area-32,2,25/01/2024,1,3,0,25
Area-32,2,26/01/2024,1,4,0,25
Area-32,2,28/01/2024,2,6,1,25
Area-32,3,02/01/2024,1,1,0,25
Area-32,3,03/01/2024,1,2,0,25
Area-32,3,16/01/2024,1,1,0,25
Area-32,3,22/01/2024,2,0,0,25
Area-32,3,25/01/2024,1,3,0,25
Area-32,3,26/01/2024,2,4,0,25
Area-32,3,27/01/2024,1,5,1,25
Area-32,3,30/01/2024,2,1,0,25
Area-32,4,10/01/2024,1,2,0,25
Area-32,4,11/01/2024,1,3,0,25
Area-32,4,14/01/2024,1,6,1,25
Area-32,4,15/01/2024,1,0,0,25
Area-32,4,16/01/2024,1,1,0,25
Area-32,4,21/01/2024,3,6,1,25
Area-32,4,24/01/2024,2,2,0,25
Area-32,4,26/01/2024,1,4,0,25
Area-32,5,08/01/2024,1,0,0,25
Area-32,5,11/01/2024,2,3,0,25
Area-32,5,15/01/2024,2,0,0,25
Area-32,5,17/01/2024,1,2,0,25
Area-32,5,19/01/2024,1,4,0,25
Area-32,5,24/01/2024,1,2,0,25
Area-32,5,26/01/2024,1,4,0,25
Area-32,5,27/01/2024,2,5,1,25
Area-32,5,28/01/2024,1,6,1,25
Area-32,6,07/01/2024,1,6,1,25
Area-32,6,12/01/2024,2,4,0,25
Area-32,6,13/01/2024,1,5,1,25
Area-32,6,19/01/2024,1,4,0,25
Area-32,6,20/01/2024,1,5,1,25
Area-32,6,22/01/2024,2,0,0,25
Area-32,6,24/01/2024,1,2,0,25
Area-32,6,28/01/2024,2,6,1,25
Area-32,7,01/01/2024,1,0,0,25
Area-32,7,04/01/2024,1,3,0,25
Area-32,7,05/01/2024,1,4,0,25
Area-32,7,08/01/2024,1,0,0,25
Area-32,7,15/01/2024,1,0,0,25
Area-32,7,21/01/2024,1,6,1,25
Area-32,7,23/01/2024,1,1,0,25
Area-32,8,15/01/2024,1,0,0,25
Area-32,8,17/01/2024,1,2,0,25
Area-32,8,18/01/2024,1,3,0,25
Area-32,8,23/01/2024,1,1,0,25
Area-32,8,24/01/2024,2,2,0,25
Area-32,8,25/01/2024,1,3,0,25
Area-32,8,27/01/2024,1,5,1,25
Area-32,8,28/01/2024,1,6,1,25
Area-32,9,03/01/2024,1,2,0,25
Area-32,9,06/01/2024,1,5,1,25
Area-32,9,12/01/2024,2,4,0,25
Area-32,9,22/01/2024,1,0,0,25
Area-32,9,24/01/2024,1,2,0,25
Area-32,9,27/01/2024,1,5,1,25
Area-32,9,28/01/2024,1,6,1,25
Area-32,9,29/01/2024,2,0,0,25
Area-32,10,05/01/2024,2,4,0,25
Area-32,10,06/01/2024,1,5,1,25
Area-32,10,09/01/2024,1,1,0,25
Area-32,10,11/01/2024,2,3,0,25
Area-32,10,18/01/2024,2,3,0,25
Area-32,10,20/01/2024,1,5,1,25
Area-32,10,25/01/2024,1,3,0,25
Area-32,10,27/01/2024,1,5,1,25
Area-32,10,30/01/2024,2,1,0,25
Area-32,11,01/01/2024,1,0,0,25
Area-32,11,06/01/2024,3,5,1,25
Area-32,11,07/01/2024,1,6,1,25
Area-32,11,11/01/2024,3,3,0,25
Area-32,11,12/01/2024,3,4,0,25
Area-32,11,14/01/2024,1,6,1,25
Area-32,11,15/01/2024,1,0,0,25
Area-32,11,20/01/2024,1,5,1,25
Area-32,11,25/01/2024,1,3,0,25
Area-32,11,26/01/2024,1,4,0,25
Area-32,11,27/01/2024,1,5,1,25
Area-32,12,04/01/2024,1,3,0,25
Area-32,12,13/01/2024,1,5,1,25
Area-32,12,18/01/2024,1,3,0,25
Area-32,12,21/01/2024,2,6,1,25
Area-32,12,25/01/2024,1,3,0,25
Area-32,12,29/01/2024,1,0,0,25
Area-32,13,07/01/2024,1,6,1,25
Area-32,13,08/01/2024,1,0,0,25
Area-32,13,10/01/2024,1,2,0,25
Area-32,13,12/01/2024,1,4,0,25
Area-32,13,13/01/2024,1,5,1,25
Area-32,13,14/01/2024,1,6,1,25
Area-32,13,23/01/2024,1,1,0,25
Area-32,13,27/01/2024,1,5,1,25
Area-32,13,29/01/2024,1,0,0,25
Area-32,14,01/01/2024,1,0,0,25
Area-32,14,03/01/2024,1,2,0,25
Area-32,14,07/01/2024,1,6,1,25
Area-32,14,09/01/2024,1,1,0,25
Area-32,14,13/01/2024,1,5,1,25
Area-32,14,17/01/2024,1,2,0,25
Area-32,14,18/01/2024,1,3,0,25
Area-32,14,19/01/2024,1,4,0,25
Area-32,14,20/01/2024,1,5,1,25
Area-32,14,23/01/2024,1,1,0,25
Area-32,14,28/01/2024,1,6,1,25
Area-32,14,30/01/2024,2,1,0,25
Area-32,15,04/01/2024,1,3,0,25
Area-32,15,09/01/2024,2,1,0,25
Area-32,15,10/01/2024,2,2,0,25
Area-32,15,12/01/2024,1,4,0,25
Area-32,15,16/01/2024,3,1,0,25
Area-32,15,20/01/2024,2,5,1,25
Area-32,15,21/01/2024,1,6,1,25
Area-32,15,22/01/2024,1,0,0,25
Area-32,15,24/01/2024,1,2,0,25
Area-32,15,28/01/2024,1,6,1,25
Area-32,15,30/01/2024,2,1,0,25
Area-32,16,10/01/2024,2,2,0,25
Area-32,16,11/01/2024,1,3,0,25
Area-32,16,13/01/2024,1,5,1,25
Area-32,16,15/01/2024,1,0,0,25
Area-32,16,18/01/2024,1,3,0,25
Area-32,16,19/01/2024,2,4,0,25
Area-32,16,22/01/2024,2,0,0,25
Area-32,16,23/01/2024,1,1,0,25
Area-32,16,25/01/2024,1,3,0,25
Area-32,16,27/01/2024,2,5,1,25
Area-32,16,28/01/2024,2,6,1,25
Area-32,16,29/01/2024,2,0,0,25
Area-32,17,01/01/2024,1,0,0,25
Area-32,17,05/01/2024,1,4,0,25
Area-32,17,15/01/2024,1,0,0,25
Area-32,17,27/01/2024,1,5,1,25
Area-32,17,28/01/2024,2,6,1,25
Area-32,17,29/01/2024,1,0,0,25
Area-32,18,04/01/2024,1,3,0,25
Area-32,18,07/01/2024,1,6,1,25
Area-32,18,09/01/2024,1,1,0,25
Area-32,18,12/01/2024,1,4,0,25
Area-32,18,14/01/2024,1,6,1,25
Area-32,18,15/01/2024,1,0,0,25
Area-32,18,16/01/2024,2,1,0,25
Area-32,18,21/01/2024,1,6,1,25
Area-32,18,23/01/2024,1,1,0,25
Area-32,18,25/01/2024,1,3,0,25
Area-32,18,27/01/2024,1,5,1,25
Area-32,19,01/01/2024,1,0,0,25
Area-32,19,03/01/2024,2,2,0,25
Area-32,19,05/01/2024,1,4,0,25
Area-32,19,09/01/2024,1,1,0,25
Area-32,19,11/01/2024,1,3,0,25
Area-32,19,12/01/2024,2,4,0,25
Area-32,19,15/01/2024,1,0,0,25
Area-32,19,16/01/2024,1,1,0,25
Area-32,19,20/01/2024,1,5,1,25
Area-32,19,23/01/2024,1,1,0,25
Area-32,19,29/01/2024,2,0,0,25
Area-32,19,30/01/2024,1,1,0,25
Area-32,20,04/01/2024,1,3,0,25
Area-32,20,10/01/2024,1,2,0,25
Area-32,20,14/01/2024,1,6,1,25
Area-32,20,16/01/2024,2,1,0,25
Area-32,20,21/01/2024,1,6,1,25
Area-32,20,24/01/2024,1,2,0,25
Area-32,20,25/01/2024,1,3,0,25
Area-32,20,30/01/2024,1,1,0,25
Area-32,21,03/01/2024,1,2,0,25
Area-32,21,06/01/2024,1,5,1,25
Area-32,21,17/01/2024,1,2,0,25
Area-32,21,18/01/2024,2,3,0,25
Area-32,21,19/01/2024,2,4,0,25
Area-32,21,20/01/2024,1,5,1,25
Area-32,21,23/01/2024,1,1,0,25
Area-32,21,24/01/2024,1,2,0,25
Area-32,21,25/01/2024,1,3,0,25
Area-32,22,02/01/2024,1,1,0,25
Area-32,22,05/01/2024,1,4,0,25
Area-32,22,08/01/2024,1,0,0,25
Area-32,22,10/01/2024,2,2,0,25
Area-32,22,17/01/2024,2,2,0,25
Area-32,22,23/01/2024,1,1,0,25
Area-32,22,25/01/2024,1,3,0,25
Area-32,22,27/01/2024,2,5,1,25
Area-32,23,01/01/2024,1,0,0,25
Area-32,23,04/01/2024,1,3,0,25
Area-32,23,06/01/2024,1,5,1,25
Area-32,23,11/01/2024,1,3,0,25
Area-32,23,13/01/2024,1,5,1,25
Area-32,23,14/01/2024,1,6,1,25
Area-32,23,19/01/2024,1,4,0,25
Area-32,23,20/01/2024,1,5,1,25
Area-32,23,22/01/2024,2,0,0,25
Area-32,23,27/01/2024,1,5,1,25
Area-32,23,29/01/2024,2,0,0,25
Area-33,0,03/01/2024,1,2,0,26
Area-33,0,04/01/2024,1,3,0,26
Area-33,0,07/01/2024,3,6,1,26
Area-33,0,14/01/2024,2,6,1,26
Area-33,0,17/01/2024,1,2,0,26
Area-33,0,19/01/2024,1,4,0,26
Area-33,0,28/01/2024,1,6,1,26
Area-33,0,31/01/2024,1,2,0,26
Area-33,1,01/01/2024,2,0,0,26
Area-33,1,02/01/2024,1,1,0,26
Area-33,1,05/01/2024,1,4,0,26
Area-33,1,09/01/2024,1,1,0,26
Area-33,1,15/01/2024,1,0,0,26
Area-33,1,18/01/2024,1,3,0,26
Area-33,1,20/01/2024,1,5,1,26
Area-33,1,22/01/2024,2,0,0,26
Area-33,1,25/01/2024,1,3,0,26
Area-33,1,28/01/2024,1,6,1,26
Area-33,1,29/01/2024,1,0,0,26
Area-33,1,30/01/2024,1,1,0,26
Area-33,2,07/01/2024,1,6,1,26
Area-33,2,10/01/2024,3,2,0,26
Area-33,2,11/01/2024,1,3,0,26
Area-33,2,16/01/2024,1,1,0,26
Area-33,2,18/01/2024,1,3,0,26
Area-33,2,20/01/2024,1,5,1,26
Area-33,2,21/01/2024,1,6,1,26
Area-33,3,10/01/2024,1,2,0,26
Area-33,3,11/01/2024,1,3,0,26
Area-33,3,17/01/2024,1,2,0,26
Area-33,3,19/01/2024,1,4,0,26
Area-33,3,22/01/2024,1,0,0,26
Area-33,3,24/01/2024,1,2,0,26
Area-33,3,26/01/2024,1,4,0,26
Area-33,3,28/01/2024,3,6,1,26
Area-33,3,29/01/2024,1,0,0,26
Area-33,4,03/01/2024,1,2,0,26
Area-33,4,04/01/2024,1,3,0,26
Area-33,4,05/01/2024,1,4,0,26
Area-33,4,07/01/2024,1,6,1,26
Area-33,4,09/01/2024,1,1,0,26
Area-33,4,10/01/2024,1,2,0,26
Area-33,4,12/01/2024,1,4,0,26
Area-33,4,13/01/2024,1,5,1,26
Area-33,4,17/01/2024,1,2,0,26
Area-33,4,20/01/2024,2,5,1,26
Area-33,4,25/01/2024,1,3,0,26
Area-33,4,27/01/2024,1,5,1,26
Area-33,4,28/01/2024,1,6,1,26
Area-33,4,30/01/2024,1,1,0,26
Area-33,5,03/01/2024,1,2,0,26
Area-33,5,10/01/2024,2,2,0,26
Area-33,5,12/01/2024,1,4,0,26
Area-33,5,13/01/2024,2,5,1,26
Area-33,5,26/01/2024,1,4,0,26
Area-33,5,27/01/2024,3,5,1,26
Area-33,5,29/01/2024,2,0,0,26
Area-33,5,30/01/2024,1,1,0,26
Area-33,6,05/01/2024,1,4,0,26
Area-33,6,08/01/2024,2,0,0,26
Area-33,6,09/01/2024,1,1,0,26
Area-33,6,11/01/2024,1,3,0,26
Area-33,6,12/01/2024,3,4,0,26
Area-33,6,14/01/2024,1,6,1,26
Area-33,6,17/01/2024,1,2,0,26
Area-33,6,18/01/2024,1,3,0,26
Area-33,6,20/01/2024,1,5,1,26
Area-33,6,23/01/2024,2,1,0,26
Area-33,6,24/01/2024,2,2,0,26
Area-33,6,25/01/2024,1,3,0,26
Area-33,6,28/01/2024,1,6,1,26
Area-33,6,30/01/2024,1,1,0,26
Area-33,7,04/01/2024,1,3,0,26
Area-33,7,10/01/2024,1,2,0,26
Area-33,7,13/01/2024,2,5,1,26
Area-33,7,17/01/2024,1,2,0,26
Area-33,7,18/01/2024,2,3,0,26
Area-33,7,20/01/2024,1,5,1,26
Area-33,7,22/01/2024,1,0,0,26
Area-33,7,26/01/2024,1,4,0,26
Area-33,7,27/01/2024,2,5,1,26
Area-33,8,02/01/2024,1,1,0,26
Area-33,8,03/01/2024,1,2,0,26
Area-33,8,04/01/2024,1,3,0,26
Area-33,8,05/01/2024,1,4,0,26
Area-33,8,07/01/2024,1,6,1,26
Area-33,8,08/01/2024,1,0,0,26
Area-33,8,09/01/2024,1,1,0,26
Area-33,8,10/01/2024,1,2,0,26
Area-33,8,14/01/2024,1,6,1,26
Area-33,8,15/01/2024,1,0,0,26
Area-33,8,21/01/2024,1,6,1,26
Area-33,8,28/01/2024,1,6,1,26
Area-33,9,03/01/2024,1,2,0,26
Area-33,9,06/01/2024,2,5,1,26
Area-33,9,11/01/2024,1,3,0,26
Area-33,9,13/01/2024,1,5,1,26
Area-33,9,15/01/2024,1,0,0,26
Area-33,9,16/01/2024,1,1,0,26
Area-33,9,17/01/2024,1,2,0,26
Area-33,9,18/01/2024,2,3,0,26
Area-33,9,21/01/2024,1,6,1,26
Area-33,9,24/01/2024,1,2,0,26
Area-33,9,28/01/2024,1,6,1,26
Area-33,10,04/01/2024,2,3,0,26
Area-33,10,06/01/2024,1,5,1,26
Area-33,10,09/01/2024,1,1,0,26
Area-33,10,10/01/2024,2,2,0,26
Area-33,10,12/01/2024,1,4,0,26
Area-33,10,16/01/2024,1,1,0,26
Area-33,10,17/01/2024,1,2,0,26
Area-33,10,26/01/2024,1,4,0,26
Area-33,10,27/01/2024,2,5,1,26
Area-33,10,28/01/2024,1,6,1,26
Area-33,11,02/01/2024,1,1,0,26
Area-33,11,03/01/2024,1,2,0,26
Area-33,11,06/01/2024,1,5,1,26
Area-33,11,15/01/2024,1,0,0,26
Area-33,11,17/01/2024,1,2,0,26
Area-33,11,19/01/2024,1,4,0,26
Area-33,11,22/01/2024,1,0,0,26
Area-33,11,23/01/2024,1,1,0,26
Area-33,11,26/01/2024,2,4,0,26
Area-33,11,28/01/2024,1,6,1,26
Area-33,11,29/01/2024,1,0,0,26
Area-33,12,05/01/2024,1,4,0,26
Area-33,12,06/01/2024,1,5,1,26
Area-33,12,08/01/2024,1,0,0,26
Area-33,12,10/01/2024,1,2,0,26
Area-33,12,12/01/2024,1,4,0,26
Area-33,12,14/01/2024,2,6,1,26
Area-33,12,18/01/2024,1,3,0,26
Area-33,12,21/01/2024,1,6,1,26
Area-33,12,22/01/2024,1,0,0,26
Area-33,12,27/01/2024,1,5,1,26
Area-33,12,30/01/2024,1,1,0,26
Area-33,13,04/01/2024,1,3,0,26
Area-33,13,10/01/2024,2,2,0,26
Area-33,13,11/01/2024,1,3,0,26
Area-33,13,18/01/2024,1,3,0,26
Area-33,13,24/01/2024,1,2,0,26
Area-33,13,25/01/2024,1,3,0,26
Area-33,13,28/01/2024,1,6,1,26
Area-33,14,02/01/2024,1,1,0,26
Area-33,14,03/01/2024,1,2,0,26
Area-33,14,05/01/2024,1,4,0,26
Area-33,14,06/01/2024,2,5,1,26
Area-33,14,14/01/2024,1,6,1,26
Area-33,14,16/01/2024,1,1,0,26
Area-33,14,17/01/2024,1,2,0,26
Area-33,14,20/01/2024,2,5,1,26
Area-33,14,21/01/2024,2,6,1,26
Area-33,14,29/01/2024,2,0,0,26
Area-33,14,30/01/2024,1,1,0,26
Area-33,15,04/01/2024,1,3,0,26
Area-33,15,05/01/2024,1,4,0,26
Area-33,15,06/01/2024,1,5,1,26
Area-33,15,10/01/2024,1,2,0,26
Area-33,15,11/01/2024,1,3,0,26
Area-33,15,12/01/2024,1,4,0,26
Area-33,15,19/01/2024,1,4,0,26
Area-33,15,25/01/2024,2,3,0,26
Area-33,15,27/01/2024,1,5,1,26
Area-33,15,30/01/2024,1,1,0,26
Area-33,16,01/01/2024,1,0,0,26
Area-33,16,03/01/2024,1,2,0,26
Area-33,16,04/01/2024,1,3,0,26
Area-33,16,06/01/2024,1,5,1,26
Area-33,16,09/01/2024,1,1,0,26
Area-33,16,12/01/2024,1,4,0,26
Area-33,16,13/01/2024,1,5,1,26
Area-33,16,18/01/2024,1,3,0,26
Area-33,16,19/01/2024,2,4,0,26
Area-33,16,21/01/2024,1,6,1,26
Area-33,16,26/01/2024,1,4,0,26
Area-33,17,03/01/2024,1,2,0,26
Area-33,17,05/01/2024,2,4,0,26
Area-33,17,07/01/2024,1,6,1,26
Area-33,17,10/01/2024,1,2,0,26
Area-33,17,15/01/2024,1,0,0,26
Area-33,17,22/01/2024,1,0,0,26
Area-33,17,25/01/2024,1,3,0,26
Area-33,17,26/01/2024,1,4,0,26
Area-33,17,30/01/2024,1,1,0,26
Area-33,18,02/01/2024,1,1,0,26
Area-33,18,03/01/2024,1,2,0,26
Area-33,18,05/01/2024,1,4,0,26
Area-33,18,07/01/2024,2,6,1,26
Area-33,18,10/01/2024,3,2,0,26
Area-33,18,12/01/2024,2,4,0,26
Area-33,18,14/01/2024,1,6,1,26
Area-33,18,15/01/2024,1,0,0,26
Area-33,18,20/01/2024,1,5,1,26
Area-33,18,24/01/2024,1,2,0,26
Area-33,18,25/01/2024,2,3,0,26
Area-33,18,26/01/2024,1,4,0,26
Area-33,18,27/01/2024,1,5,1,26
Area-33,19,03/01/2024,1,2,0,26
Area-33,19,04/01/2024,1,3,0,26
Area-33,19,07/01/2024,1,6,1,26
Area-33,19,08/01/2024,3,0,0,26
Area-33,19,11/01/2024,3,3,0,26
Area-33,19,12/01/2024,1,4,0,26
Area-33,19,13/01/2024,1,5,1,26
Area-33,19,14/01/2024,1,6,1,26
Area-33,19,17/01/2024,1,2,0,26
Area-33,19,20/01/2024,2,5,1,26
Area-33,19,22/01/2024,1,0,0,26
Area-33,19,23/01/2024,1,1,0,26
Area-33,19,24/01/2024,1,2,0,26
Area-33,19,27/01/2024,1,5,1,26
Area-33,19,29/01/2024,1,0,0,26
Area-33,20,02/01/2024,1,1,0,26
Area-33,20,06/01/2024,1,5,1,26
Area-33,20,13/01/2024,1,5,1,26
Area-33,20,14/01/2024,1,6,1,26
